text,label
what is the largest mucsle in your body?,Education & Reference
Can/Should you swim with contact lenses?,Sports
why does everyone come to me to tell me thier life story???,Business & Finance
Why do some take God's and His Son Jesus's Name in vain..But not satans?,Society & Culture
What does R.S.V.P spell?,Education & Reference
i emailed an old friend about a year ago from an unreliable service if i try again will she think im weird?,Business & Finance
How do I become a Firefighter?,Business & Finance
How do negative items fall off your credit report?,Business & Finance
Is it possible to have a dead person turned into a gem?,Science & Mathematics
white stuff in urine?,Health
Does anyone know the title of the up-tempo piano music that somtimes plays when Snoopy dances? I want it on CD,Entertainment & Music
i need pvc pipe manufacture in saudi arabi?,Business & Finance
live to work or work to live?which one is better?,Society & Culture
Will the UN or the world courts try Bush or Cheney for war crimes?,Politics & Government
What can I do or change to get a date?,Sports
Will Bush be relected?,Politics & Government
what is the name of the news server I want to connect to from outlook express to view news goups?,Computers & Internet
I have completed diploma in industrial electronics.can i get any job in bpo in pune?how much i will be paid??,Business & Finance
"where can i find a good, free peice of software for enhancing and enlarging photographic details?",Computers & Internet
"An American History Question, College Level?",Education & Reference
Who will win the World Cup in 2006?,Sports
i have been bleeding continouosly since I gave birth in January. what could be the cause of this?,Health
How much money can one make on a personal blog using Google AdSense?,Business & Finance
colonscopy?,Health
How are hurricanes classified into categories?,Science & Mathematics
any rcomended links about body language;or knowing people by thier acts or looks or shape......?,Science & Mathematics
What is the best cell phone to get.?,Business & Finance
What are the benefits of interracial dating?,Society & Culture
how can i get a gmail id?,Computers & Internet
what is the meaning of life?,Business & Finance
Howard Stern: Are his radio broadcasts available through / on the internet?,Entertainment & Music
where is the northstar?,Science & Mathematics
how to get from SSS an employment history using the internet?,Politics & Government
I am trying to find passion red a stories on nbc6?,Entertainment & Music
What do you think of guess who?????,Politics & Government
Why does Mr. Rogers wear long-sleeved shirts?,Entertainment & Music
What is the best nightclub in south Florida with the lowest cover charge and shortest line to get in?,Entertainment & Music
where are dilbert archives?,Computers & Internet
can you give me topics and answers on what people feel when the look at the american flag? PLEASE?,Business & Finance
"!934 series 20 dollar bill Minnapolis, Minn. I19531730A,does not say In God We Trust, any value-good condition",Business & Finance
How to become wealthy?,Business & Finance
are my answers helpful?,Business & Finance
"A paragraph to define Shi'ite, Kurds, Sunni factions?",Politics & Government
What will happen to our earth when the sun goes out that is when it will become a red giant?,Science & Mathematics
What jobs are availablein Michigan that pay more than $15.00 with full benefits to a person with no degrees?,Business & Finance
What kind of keyboards do they have in the Asian languages?,Society & Culture
HOW CAN I CONFIGURATE MY SBCYAHOO ACCOUNT TO BE ABLE TO WORK WITH OUTLOOK EXPRESS 6. THANKSENRICO?,Computers & Internet
Where can I find the contact information to directly talk to the home and garden party company to complain?,Business & Finance
When will mankind first step foot on Mars?,Science & Mathematics
Is  f(x) = ((x^2) - 9) / (x - 3) defined at x = 3 ???,Science & Mathematics
What is better?? Lumnia SS or Ford Mustang??,Sports
i know that thankx but are ic title when wwf was world champion too?,Sports
what is the islam?,Business & Finance
Is it safe to cum inside of a girl when she is on her period?,Health
When I go to compose mail it will not let me type in a message. HELP!!!Mark?,Business & Finance
commenting software for web site?,Computers & Internet
"Husband went to movie leaving me w child, 10PM,didn't care if I cared or not - is this normal behavior?",Family & Relationships
How do I know when God speaks to me?,Society & Culture
"I appear to have lost my access to e-Bay.  I have my computer set at ""allow cookies,"" but  e-Bay  says I don't",Computers & Internet
Does the right to confrontation include the right to cross-examine witnesses?,Politics & Government
Who were the running backs for the Ohio State Buckeyes in the Fall of 1998 season?,Sports
Is procrastination bad?,Business & Finance
What are your plans for New Years Eve?,Society & Culture
Is there any REAL(istic) way to influence a current politic's point of view that you trully disagree with?,Politics & Government
whats chris brown birthday?,Entertainment & Music
thunder from down under?,Entertainment & Music
"What's the difference between ""Yahoo! Answers"" and ""Yahoo! Knowledge+"" of Yahoo! Taiwan?",Computers & Internet
who's the fattest person in the world?,Business & Finance
Do you know of any good HL7 websites?,Computers & Internet
see screen. see screen work. please screen work.?,Computers & Internet
what is the difference between surgery & opeartion?,Education & Reference
Veteran's Benefits ~ Do you think they need to be revised?,Politics & Government
how can i remove whats on the search field bar ?,Computers & Internet
How does a person know they are a true christian?,Business & Finance
how can I find a doc number for an inmate in wa state?,Politics & Government
Anyway to change the color scheme in Y! Answers?,Computers & Internet
How can we stop global- warming?,Politics & Government
what kind on condom is best to use.?,Family & Relationships
will the cowboys make the playoffs?,Sports
Components that change in size or shape when metamorphic rocks are formed?,Science & Mathematics
What are technical differeces between Conclusion and Findings in Bussines Communication?,Education & Reference
How can I regrown grass on a burnt patch without having to buy more grass seeds?,Business & Finance
Is there a legal way to buy the complete inning to inning MLB World series games?,Sports
What makes men cry?,Family & Relationships
is there some kind of a test to see if depression is a chemical imbalance??  Can they tell by blood tests?,Health
where in contra costa or alameda counta costa county can i take my dell laptop to be serviced?,Computers & Internet
Where i can get the MS SQL Server Software as downloadable free version?,Education & Reference
do you have a simple receipe for deviled eggs?,Business & Finance
Can anybody form there own country and how would you form a country?,Politics & Government
"What is Botox Cosmetic used for, and what the heck is it?",Health
"What is the best free anti-virus program, and what makes it better than others?",Computers & Internet
does chiropractic work for headaches?,Health
Who was Richard Nixon's running mate in 1960?,Politics & Government
Is yahoo up to new adventures?,Computers & Internet
What is the mass of visible universe and what is the estimate of invisible mass?,Science & Mathematics
WHY DOES LINCOLN ON THE PENNY FACE THE OPPOSITE DIRECTION OF THE OTHER COINED PRESIDENTS?,Politics & Government
what are the latest news of jennifer aniston?,Entertainment & Music
"I have a Dell inspiron 8000.""network controller""is missing, I can't see to find the correct driver,help",Computers & Internet
What is the best word in this world?,Business & Finance
why do people make fun of me because i'm like a 60 year old man in a 11 years old body. i?,Business & Finance
getting hits from a search engine?,Computers & Internet
is there any guys out there that arnt jerks? they like a gril 4 who they are ?,Family & Relationships
What happen to Santa Clause's Rally at the end of the year?  Are investors left out in the cold?,Business & Finance
What is a good waste your time website!?,Business & Finance
easy jobs for teens?,Business & Finance
Who is Yahshua? Who is Yahweh? Who is Elohim?,Society & Culture
open source (free) shopping cart in a can?,Computers & Internet
who is the queen of canada?,Politics & Government
?? can i directly transfer my contacts frm one Y- id to another Y- id and to Hotmail?,Computers & Internet
i need an address to send a letter to Jean-Claude Van Damme?,Business & Finance
Which 3 digit number you like the most?,Science & Mathematics
What does PhD. mean?,Education & Reference
"In the Rh blood group categorization, what does Rh stand for?",Science & Mathematics
How should I learn C#.net?  My background is C/C++?,Computers & Internet
what half of a mizpah coin pendant does each person wear?,Family & Relationships
Why do sharks only swim in salt water?,Education & Reference
"what is the function of ""actuary""?",Education & Reference
what is the average speed of a swallow carrying a coconut?,Science & Mathematics
How to copy a n image from a PDF file?,Computers & Internet
Where are the nuclear weapons in Iraq?,Politics & Government
HOW CAN I MAKE ROOM ON MY HARD DRIVE?,Computers & Internet
I want to start a personal web page How do I do it?,Business & Finance
Will the Jets beat the Dolphins this weekend?,Sports
Got a favorite porn star?,Family & Relationships
Who is CEO of Yahoo.com?,Business & Finance
where can i download Q-basic software  ?,Computers & Internet
Do judges and lawyers do jury duty?,Politics & Government
Why do I have no sound (not even system) on my HP Pavillion dv4030 Laptop?,Computers & Internet
What are dodo birds?,Business & Finance
who is an latino who served in the american congress?,Education & Reference
Is Snowburn possible? What is Snowburn.?,Science & Mathematics
why cant i sign on to msn messenger to instant msg friends?,Computers & Internet
i wonder if there might be any correlation between lunar eclipses and earthquakes?,Science & Mathematics
what kind of propertie is odor?,Science & Mathematics
im 15 years old.i decided want to 'workout' if you know what i mean.so how can i start?some info or some web?,Health
Who was America's greatest President?,Politics & Government
How does the state get the authority to KILL anyone?,Politics & Government
How do you get a guy to notice you without embarassing yourself?,Family & Relationships
are there any web-based FTP programes out there?,Computers & Internet
Who will win the backetball game tonight between the Sac. Kings and the Houston Rockets?,Sports
how can i increase my learning ability?,Education & Reference
Does anybody know what slope-intercept form is?,Business & Finance
yahoo massenger is not opening at all in my machine.?,Computers & Internet
what is the poplation of the f the philippines?,Education & Reference
"PEOPLE SAY THT I AM ""IRRITATING""?DO U KNOW WHY?HELP ME TO RESOVLE THIS PROBLEM?",Business & Finance
How old would George Washington be TODAY if he was alive?,Education & Reference
how do I find out if I have an arrest warrant?,Business & Finance
what is marshall law?,Politics & Government
Does anyone know how to waht files need to be on the knoppix .iso disc? I can't get the disk to read on boot.,Computers & Internet
"The more you have of it, the less you see. What is it?",Entertainment & Music
"Why does 98% of ""Christmas-making"" fall on women?",Society & Culture
Would you eat a cloned cow?,Business & Finance
A building casts a 52ft. shadow at the same time Ben casts a 4ft. shadow. Ben&her shadow form a triangle that?,Science & Mathematics
Is hubble's constant really a constant?,Science & Mathematics
how to become a millionare?,Computers & Internet
Why did the Catholic church try to hide and destroy so many books of the Bible?,Society & Culture
Have atoms or molecules ever been actually seen or photographed?,Science & Mathematics
HOW DID JAYNECK GET 1241 POINTS?!?,Education & Reference
what is mass?,Health
How close will the Pistons come the the 96 Bulls 72-10 record.?,Sports
State and prove automata theorem?,Science & Mathematics
"on craigslist, when they say ""420"" what does it mean?",Family & Relationships
What year was Santa Clause born?,Business & Finance
When do pregnant women begin to lactate?,Health
What are the behavioral precedents or theories of the precursors of “liberal” versus “conservative”?,Society & Culture
WHAT IS THE ELECTRICAL CAD SYMBOL FOR LED.?,Science & Mathematics
should i take back my cheating boyfriend? he claims to love me and i still have feelings for him?,Family & Relationships
Allocating an array in GCC...?,Computers & Internet
Where can I find a nice walkthrough/tutorial for designing in 3D with AutoCad 2006?,Computers & Internet
Wheres K.C.?,Business & Finance
What are the types of alveolar cells and what do they do?,Science & Mathematics
Hi - I just asked about deleting history-I can't find a tool bar that has a history button..help?,Computers & Internet
How can I get Internet Explorer to work after I have installed Netscape 8?,Computers & Internet
"how can I find 38"" length womens jeans for my wife under $50?",Business & Finance
Is it true that one cannot bring the holy water of Ganges in Mecca and why?,Society & Culture
Who dicovered america?,Business & Finance
what is the greatest rock band in the world?,Entertainment & Music
why is carbon so importation?,Science & Mathematics
what is up  with honest men?,Family & Relationships
a list of what can cause space pollution?,Science & Mathematics
Does yahoo really think this thing is gonna take off?,Business & Finance
Who takes over the Israeli government if Ariel Sharon has to retire after his stroke?,Politics & Government
Is it possible for real estate property owned by a corporation to be sold without shareholders approval?,Business & Finance
how do I increase my chances of winning the lottery?,Business & Finance
I cannot send attached file with yahoo because it is shown error on page?,Business & Finance
what is a secondery key in DBMS?,Education & Reference
why do ants stop when they face each other suddenly while wandering?,Science & Mathematics
what is the fastest car?,Sports
"what is everyones opinion on ""shrooms?""?",Society & Culture
Total Amount of countries in the world?,Business & Finance
Who will rule the next decade? Firefox or I.Explorer?,Computers & Internet
who first theorized that the human body was made up cells?,Science & Mathematics
"Everything on my desktop is underlined! How do I turn ""underline"" off?",Computers & Internet
"Is it illegal for an employer to pay you only for scheduled hours, even if you clock in early?",Business & Finance
How many people (percentage) in the U.S. smoke marijuana on a regular basis?,Business & Finance
What is the way out for subordinates to punish a corrupt and inefficient officer?,Politics & Government
"What can you find in a desert that blinds people, but help the blind to see?",Entertainment & Music
"What is the connection between ""White Out, Liquid Paper"" and rock-n-roll ?",Education & Reference
"What office supply item did Kevin put in Marv's nose in ""Home Alone 2""?",Entertainment & Music
how do you go back to the regular profile fropm the 360 profile?,Computers & Internet
What causes hip joint pain?,Health
what was taking place socially or politically at the time Sir Hans Krebs was alive?,Science & Mathematics
Wat do u tink of this Q&A? Does this help u a lot?,Business & Finance
How many peopel where killed in WW I ?,Business & Finance
Yahoo thinks I'm too young.  How do I fix it?,Computers & Internet
"If u could be doing anything other than what you are doing right now, what would you be doing?",Entertainment & Music
what should you do if your goingout w/ someone and your parents don't know about it?,Business & Finance
What is a fibroid?,Business & Finance
why cant we get along?,Sports
I HAVE A FTD MERCURY ADVANTAGE COMPUTER BILLING SYSTEM THAT HAS CRASHED CAN ANYONE HELP?,Computers & Internet
What is the name of the book about the OConnell administration in Albany New York?,Politics & Government
Does the bailiff observe jury deliberations amd make sure juors only consider legally relevant evidence.?,Politics & Government
"does anybody know any programs i can install to build my website, something like frontpage?",Computers & Internet
what will it cost a buyer to get out of a real estate contract?,Business & Finance
"What is ""Critical Mass""?",Science & Mathematics
Equation of line in 3D space?,Education & Reference
How come you people keep on asking if God is real or not!?,Business & Finance
He wants to be with me but isn't in love with me?,Family & Relationships
how do i change my secrete question? That is asked before changing password?,Computers & Internet
"What famous singer and TV variety hour star was born in Steubnville , Oh?",Entertainment & Music
How many stars in the universe?,Science & Mathematics
Who is and/or was a man named Cooter Brown?,Business & Finance
what happens after DEATH?,Business & Finance
"Can anyone use the words ""defeat, deduct, detail, defense"" in a sentence?",Education & Reference
Where do I buy the best books online?,Computers & Internet
"In your opinion, what ROCK STAR died too early?",Entertainment & Music
how do u get a 11 year old boy to stop liking u after u have boken with him 2 months ago!?,Family & Relationships
"Is it true that if we're not careful, America will soon become a communist country?",Society & Culture
"What dynasty, founded in Northern Africa, was named for Mohammed's daughter?",Education & Reference
"Ethical question: Got something, how do you say ""thanks but no thanks""?",Business & Finance
who likes prez bush?,Politics & Government
I need to get a 2 Ssgt  yello and brown pach?,Business & Finance
Tubby Smith lost Randolph Morris' fax?,Sports
School Year in New Orleans?,Education & Reference
how is the american dream in the 1920's different then the american dream in 2005?,Sports
What were the ghostbusters jobs before they became ghostbusters?,Entertainment & Music
What is Tinsel made of and how is it made?,Business & Finance
why is frequent disconnections while catting onyahoo?,Computers & Internet
i need multiple choice questions in physiology?,Science & Mathematics
My DVD drive grabs my F: (server) drive when I installed it. Now I can't get it connected?,Computers & Internet
"what are ""distressed assets""?",Business & Finance
How do i go about and ask out this Intimating hottie?,Family & Relationships
What is your top New Years Resolution?,Business & Finance
how many hours in a day?,Education & Reference
how do i block certain contacts on yahoo messenger?,Business & Finance
how do i look up a persons phone number in new york?,Business & Finance
What percentage of men are gay?,Education & Reference
"what is the bexley, ohio property tax rate?",Business & Finance
what are cookies?,Computers & Internet
"CAN YOU DAMAGE A REAR  PROJECTION TV (51"" PHILLIPS BRAND) BY PLAYING YOUR XBOX ON IT AT ALL?",Entertainment & Music
Why there would be no need for Allah to appoint anyother prophet after Mohammad?,Society & Culture
Why /did/ the chicken cross the road?,Business & Finance
"When receiving a gift of appreciation for services rendered, do you need to send a thank you note?",Business & Finance
what are the names of the 3 wise men?,Society & Culture
how can i pass proxy filteration in internet?,Politics & Government
Should one check for testicular cancer everyday?,Health
can i still hav e ababy if i have clymadia?,Health
How can I report a postal worker for thieft and misconduct?,Politics & Government
List two kinds of heat emergencies.?,Health
Ferns bear coated cells that have the potential to grow into a fern plant. These cells are called ________.?,Science & Mathematics
Why do Americans hate outsourcing?,Society & Culture
how much do nascar drivers make even the bad drivers?,Sports
Dust on my eyeballs??  (see detail)?,Health
What differ between burqa & niqab?,Society & Culture
Who is Robbie Williams?,Business & Finance
why do people (teachers parents etc) want us teens to act mature and enjoy being young too? can we do both?,Business & Finance
Who buys all of those Mariah Carey albums?,Entertainment & Music
Where can i find PDF reader for windows mobile version 5.0 ?,Computers & Internet
Who is George W. Bush?,Politics & Government
What should I do about a b/f who doesnt discpline his 11yr old daughter AT ALL? I heard her refer 2 me as HOE!,Family & Relationships
"I understand Yahoo offers DSL, where can I find out more?",Computers & Internet
what differnce has the web and internet?,Computers & Internet
why do people have to learn algebra? you have no use for it.?,Education & Reference
Can a person with one kidney play sports?,Sports
What is the real meaning of Festivus?,Entertainment & Music
how many miles from earth to the moon?,Science & Mathematics
What qualities make a good politcian?  What do you look for in candidates you vote for?,Politics & Government
How is it possible to ask a question from a certain answerer?,Business & Finance
Where can i play trivia online?,Education & Reference
Does the US embassy in Manila have the laziest employees of any US embassy in the world?,Politics & Government
is there a word for the inability to cook?,Education & Reference
"I completed interview for my green card on Septmber 20, 05. When can I get green card?",Politics & Government
What is the technical difference between a vlog and a vodcast?,Computers & Internet
translate website to other language?,Computers & Internet
What was the first Joke you ever heard?,Entertainment & Music
I love someone but......?,Family & Relationships
how long should i date this girl before i ask her to marry me?,Family & Relationships
Nearest Galaxy?,Science & Mathematics
What is blended learning?,Education & Reference
How Many grams of solid iodine are produced by the decomposition of 25.4g of hydrogen iodine gas? add equation,Science & Mathematics
"Toy scalping (selling X-Box for double it's price), is it illegal?",Politics & Government
"How does Physical Education contributes to, Physical Social & Economial development of a country?",Business & Finance
How might the criminal justice system alter factors that a criminal will consider in to reduce level of crime?,Business & Finance
How do you get a loved one off meth. weve tried everything?,Health
how does neon connect with atoms ?,Science & Mathematics
"For those that believe that the Big Bang created the universe, what existed before the Big Bang?",Science & Mathematics
Should Mike Piazza be signed by the minnesota twins or the yankees?,Sports
What should i tip a taxi driver in NYC?,Business & Finance
What is the difference between a nucleotide & a nucleoside?,Science & Mathematics
What country was Christopher Columbus born in?,Education & Reference
Does toy scalping bother you?,Business & Finance
Is time continuous or discreet? Can we divide time into ever smaller units or is there a smallest time unit?,Science & Mathematics
How can I develop my own computer language?,Computers & Internet
to be or not to be?,Education & Reference
"In order to receive payment for goods shipped to a customer in another country, the seller will need?",Business & Finance
is car insurance a rip off?,Business & Finance
do actors in commercials have to be customers of the producte they are advertising?,Business & Finance
How do I start a pay per click business?,Business & Finance
My internet Explorer lost an exe command. Can I download a version of it that will give me the command.?,Computers & Internet
Where can I buy a star?,Science & Mathematics
turnkey premade websites DOES ANYONE HAVE ONE? DO YOU LIKE IT?,Business & Finance
How do you react when something pisses you off?,Business & Finance
Could there have been a better name for this site?,Business & Finance
"YOU NOW CAN RUN FASTER, REGARLESS OF YOUR ETHNIC BACKGROWN. FOOTBALL,?",Sports
What happened to the URL Address Bar at the top of my Yahoo Page? It's not there any more.?,Computers & Internet
how i can find the email adress if i know just the name?,Computers & Internet
How many more questions need I answer to be the Yahoo Prom Queen?,Business & Finance
What animals mate for life?,Science & Mathematics
How do you find people's addresses in Russia?,Computers & Internet
"How do you determine the authenticity of a vintage Wilson 8802 golf putter (ie grip, shaft, head)?",Sports
How old are human beings?,Science & Mathematics
What are  the best places in UK or USA to study Law?,Education & Reference
is anyone else got my space?,Business & Finance
How does wifi work?,Computers & Internet
Why is there no frost on a windy night?,Science & Mathematics
"X-word puzzle help. I need a 4 letter word for ""naked,"" starts with an ""N.""?",Education & Reference
What's going to finally become of Saddam Hussein?,Politics & Government
Why to fire flames rise up?,Science & Mathematics
"Whan you buy music from iTunes, can you save it as mp3 ?",Computers & Internet
Can Norton internet security function while internet is on?,Computers & Internet
How come animals do not get sick consuming contaminated water?,Business & Finance
how accurate IQ tests Are?,Education & Reference
how do i hoke up my web cam?,Computers & Internet
My friend that lives close to me is so  bossy.?,Business & Finance
Can u list me 10 of your favourite games?,Entertainment & Music
how to start a new relationship and keep in love?,Family & Relationships
What was the name of Gene Autry's horse?,Entertainment & Music
What killed all the dinosaurs?  Why did it happen?,Science & Mathematics
what would a youthful offernder have to do to get sentenced 7 1/2 to 15 years in prison?,Education & Reference
why do we get old?,Health
i want to be  a teacher in my major(childhood) what i can do?,Education & Reference
I am a very shy person...when it comes to meeting women??,Family & Relationships
how to turbocharge a 1984 rx7 gsl-se?,Sports
do you like you r teachers?,Education & Reference
Would I be a redneck if I disable my air bag by stabing my steering wheel with a knife?,Business & Finance
I've a 7-year old loss that is about to expire. Know a creative way to make a deal with rich Company B?,Business & Finance
website to learn basic electronics?,Education & Reference
Is Yahoo! Maps better than Google Maps? Why?,Computers & Internet
what is the horsepower of a 230cc engine?,Sports
"i like to know where the gems show are held,and places in detailed?",Business & Finance
which foods make you fart the most?,Health
What should I get a 4 year old boy for Christmas?,Society & Culture
What is your favorite fruit?,Business & Finance
Why girls are too stupid?,Business & Finance
Brain Teasers #3?,Science & Mathematics
I've filed for bankruptcy but need a private $5000 loan to catch up my mortgage.?,Business & Finance
"whats the best website for information on ufos, specifically evidence of alien visitation in ancient history?",Business & Finance
"im look for an elderly actress, but i dont know of any good ones?",Entertainment & Music
Can epicac make you sick if you use it to become belemic??,Health
IS GOD REAL OR NOT?,Business & Finance
where is halfway between knoxville and houston?,Business & Finance
do u think its right for a family to disown a child just because they dont like who they married?,Family & Relationships
What are the best kind of Nike Shox.?,Sports
Why does PayPal want me to confirm my bank account?,Business & Finance
HOW CAN I SET MY AVATAR ON MY PROFILE?,Computers & Internet
How many licks does it take to get to the center of a tootsie pop?,Business & Finance
Whats the answer to (6x+2)(4x-15)(x-5)(x+8)=17?,Science & Mathematics
"Sexually, what does it mean when people say ""around the world?""  I'm naive I suppose?",Family & Relationships
Does anyone know how many feet are in 123456315235 yards?,Science & Mathematics
What is the cheapest way to advertise on TV?,Business & Finance
Is home schooling good for childern?,Education & Reference
what makes a yawn?,Science & Mathematics
What college basketball team was the best in the last 20 years?,Sports
what are the differences between JRE and JDK ?,Computers & Internet
i have alot of amateur piucs that i have taken of my lady friends. what are the legalities of selling them?,Computers & Internet
y do young kids do drugs at a young age???,Business & Finance
"What is the difference between STDs, AIDS & HIV? What/Where is a good source to find clear distinction & info?",Health
Why are the cyanates & sulfonates not as toxic as the other compounds of cyanide?,Science & Mathematics
Is there an efficient way to deconvolve a gaussian blur kernel to recover the underlying data?,Science & Mathematics
who did invent the drug Aspirin ?,Health
do you love the holidays?,Society & Culture
how i can get green card for usa.free?,Society & Culture
What is the best emailing service?,Computers & Internet
Do you believe in the Mother God aspect of the Holy Trinity?,Business & Finance
where do lodhies live?,Society & Culture
What do you think about Bush?,Politics & Government
How come people like to make fun of chinese people?that is so not fair to them..?,Business & Finance
What famous Scotsman published the New Year standard 'Auld Lang Syne' ?,Education & Reference
how can i find out what is crashing my computer at shutdown? drwtsn32.exe DLL?,Computers & Internet
When I download a theme for Mozilla Firefox I get a error saying Software Installation is disable how to fix?,Computers & Internet
How far do you think humans are to acheiveing light speed travel?,Science & Mathematics
Do you follow the political philosophy of your parents?,Politics & Government
What is your New Year's resolution and do you think you will follow through with it?,Society & Culture
What is Commercial Banking?,Education & Reference
"Ok, I have a boyfriend,but the only reason I am going out with him is because he reminds me of one of my ex's.",Family & Relationships
cant log-in to yahoo mail?,Business & Finance
Why do friends you make online are never happy to keep the relationship as is?,Family & Relationships
How much Megabyte does the Internet have ?,Computers & Internet
where is ron artest going to be traded too? lakers?,Sports
is there a lake in nicaragua with sharks?,Science & Mathematics
who is the father of the nation of bangladesh?,Politics & Government
Unable to open link from Outlook Express?,Computers & Internet
What is definition of computer literacy?,Computers & Internet
QUARANTINE?,Computers & Internet
is there a compilation video of  just ebony ayes and if so where can i obtain it?,Entertainment & Music
What is 2x2?,Science & Mathematics
why people cheat sex?,Family & Relationships
which green day cd do you  think is better?  dookie vs american idiot or other?,Business & Finance
why does yellowcard rock?,Entertainment & Music
"where the term ""lesbian""comes from?",Business & Finance
why will my computer not go where i type in to go?,Computers & Internet
what is 5/7n=35?,Science & Mathematics
what is the MBA?,Education & Reference
"What is the website for Old Abilene Town Gunfighters in Abilene, Kansas.?",Computers & Internet
i want my beard/chest hair to grow thicker! any ideas?,Health
how do i get screensavers?,Business & Finance
"How do you know that ur wife just get sex with another man, 2  which is the best way to kiss a woman .?",Family & Relationships
"I am in a dead end job, should i get a higher payng job further away or ask for a pay raise?",Business & Finance
what is the depression between the nose and upper lip called.?,Education & Reference
why peru hates chile?,Politics & Government
What is pagalism?,Education & Reference
how to get free money?,Business & Finance
I dont want to break the rules.?,Business & Finance
what is love?,Family & Relationships
where can I get a copy of YAHOO SBC to install on my computer?,Computers & Internet
100 best sites on internet!?,Computers & Internet
"what is the spring inside the cabinet of an Ampeg Gemini VI for, it's hanging from a screw on side wall of cab",Entertainment & Music
is a criminal justice a lawyer that goes to court and defends people?,Education & Reference
Why are they called Hershey kisses?,Business & Finance
"what is the longest period someone has been dead, then recesitated?",Science & Mathematics
Is there any legal repercussion when taking a large amount of cash to a bank for deposit? IRS?,Business & Finance
"Whats your favorite line/brand of clothes? Oh, and what color, what style?",Business & Finance
is their income tax in every state in the U.S.?,Politics & Government
if a persn fires a 40 cal s&w hangun what kind of residue would be expected to be found on the person?,Business & Finance
"states what the subject does, is, or has in a sentence?",Education & Reference
Where do I buy the best football tickets online?,Computers & Internet
who are the space scientists of india?,Science & Mathematics
Where can I find the most popular search keywords for Yahoo?,Computers & Internet
how Wireless PAN works?,Computers & Internet
does size matter?,Family & Relationships
why is football in america cALLED FOOTBALL IF THEY PLAY WITH THEIR HANDS?,Sports
what is the name of Oceania in english?,Society & Culture
How to extract a the names of files and their sizes from a directory in a text file?,Computers & Internet
how can i solve face matching problem using matlab???,Computers & Internet
How do I find out who the owner of a specific house is in Kentucky ?,Business & Finance
I am looking for work and willing to relocate how can I find out about construction work in New Orleans.?,Business & Finance
how do make a girl lke you?,Business & Finance
how do i get BigRedButton.swf?,Computers & Internet
"Is a girl that hunts, a turn off? If so..why?",Family & Relationships
Is there a job where I can work online at home and no scam?? what website?,Computers & Internet
is there somebody for everyone?,Family & Relationships
"which of the following is a saturated hydrocarbon: isopropane, butene, pentyne, or benzene?",Science & Mathematics
Has Anyone Seen My CLONE?   Continued after Yahoo Gods gave me a Violation.?,Family & Relationships
Why is the sky blue?,Science & Mathematics
What is the most valuable fish?,Entertainment & Music
where do I get a cheap laptop?,Computers & Internet
octavian emperor?,Business & Finance
can you light a fart?,Health
what is 1*10^23 in words not numbers please?,Science & Mathematics
who is better yahoo or google? why?,Computers & Internet
Does the ball have to break the goal line for a touchdown to be awarded in the NFL?,Sports
Did you learn anything new about CSS when you were developing Gothika?,Computers & Internet
Is there anyway possible to find someone without having to pay?or does anyone have any suggestions?,Business & Finance
Interesting Question about the concept of centre of mass ( Please see below)?,Science & Mathematics
where do i get yahoo mail beta?,Business & Finance
Who has the biggest dick in America?,Entertainment & Music
How long have you been around the Yahoo! website?,Education & Reference
Anyone know where to download windows vista????,Computers & Internet
WHO OWNS THE NEW ORLEANS LEVEES?,Politics & Government
What do you think about Santa Claus? Will you tell your children he exists?,Society & Culture
"how can i find a Zeta Phi Beta chant cd, the company that made them isoutof busines . Ebay has one thats taken",Entertainment & Music
what is the best thing anybody got for Christmas?,Business & Finance
how many websites are there on the internet?,Computers & Internet
"how can an average student become rich & famous in todays extremely competitive world,which lack oppurtunities",Business & Finance
what is the square root of -7?,Science & Mathematics
"How do I install a dual boot system, adding Linux to comptuer that already has XP on it?",Computers & Internet
how can you find the top person in the military/navy to recieve help with adressing issues accd- UMCJ?,Politics & Government
True or False?,Education & Reference
How do I install quick time plugin for firefox on Ubuntu?,Computers & Internet
"where can i get a copy of tagalog poetry by mike birgonio, jose lacaba and thomas agulto?",Business & Finance
Are the greatlakes part of Canada or the U.S?,Education & Reference
are dinosaurs mentioned in the bible?,Society & Culture
What's Love?,Family & Relationships
My sister is driving me crazy. How can I make her life a living hell without actually killing her?,Business & Finance
When was the King James version first published?,Business & Finance
how do i hookup my usb modem cable to my phone and send images to my phone from my pc?,Computers & Internet
"If I buy and donate a used piano to my kids' school, would the cost be tax deductible?",Politics & Government
What's the name of the funny book that satirizes American politics(eg has supreme court judges as paper dolls),Politics & Government
How do lesbians protect themselves from STDs?,Health
what was the age of sir isaac newton when he died?,Science & Mathematics
how do i get free yahoo instant messenger?,Business & Finance
how can i meet someone my age?,Family & Relationships
are boils associated with the HIV virus?,Education & Reference
How can you predict earthquakes?,Science & Mathematics
R u inlove? How do u feel?,Family & Relationships
What is the legal age to have sex??,Politics & Government
I have a hard drive that is 100% full. How can I recover the files from this drive?,Computers & Internet
how to set up a wireless connection?,Computers & Internet
Inzimam-ul-haq or sachin tendulkar is match-winning player?,Sports
Who will select Reggie Bush in the 2006 NFL Draft?,Sports
"If God is fair n just, why did he have a chosen people in the old test. i thought he made us equal in his imag",Society & Culture
There are many arguments and speculation about Wikipedia being a credible source of info. What od you think?,Computers & Internet
